Restaurant Name,Cuisine,Rating,Number of Ratings,Average Price,Number of Offers,Offer Name,Area,Pure Veg,Location
Brunch 'O',"Snacks, Pizzas",3.7,,300,3,"60% OFF UPTO ₹120
USE TRYNEWABOVE ₹149, FLAT DEAL
FLAT ₹250 OFF
USE FLATDEALABOVE ₹999, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Naranpura,Yes,Ahmedabad
Chai Talap,"Snacks, Pizzas",4.6,,150,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",GOTA,Yes,Ahmedabad
Real Paprika Express Outlet,"Pizzas, Fast Food",4.2,,400,2,"FLAT DEAL
FLAT 20% OFF
USE PARTYABOVE ₹700, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",GOTA,Yes,Ahmedabad
Hunger'S King,"Pizzas, Italian-American",4.2,,150,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Gota,Yes,Ahmedabad
Neelkamal Fast Food,"Fast Food, Pizzas",3.3,,200,4,"FLAT DEAL
FLAT 20% OFF
USE PARTYABOVE ₹700, FLAT DEAL
FLAT ₹150 OFF
USE FLATDEALABOVE ₹999, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500, FLAT 10% OFF
USE TRYNEWABOVE ₹149",Naranpura,Yes,Ahmedabad
Rose Buddy Cafe,"Snacks, Pizzas",3.9,,300,3,"30% OFF UPTO ₹75
USE TRYNEWABOVE ₹149, FLAT DEAL
FLAT ₹125 OFF
USE FLATDEALABOVE ₹399, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Motera,No,Ahmedabad
La Mina'S Pizza,"Pizzas, Snacks",4.0,,379,2,"40% OFF UPTO ₹80
USE TRYNEWABOVE ₹149, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",GOTA,Yes,Ahmedabad
The Ocean Pizza,Pizzas,4.4,,300,2,"20% OFF UPTO ₹50
USE TRYNEWABOVE ₹179, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Chandkheda,Yes,Ahmedabad
Mangalam Frankie & Pizza House,"Snacks, Pizzas",3.5,,300,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Gandhinagar,Yes,Ahmedabad
Hunted Pizza,Pizzas,4.4,,100,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",GOTA,Yes,Ahmedabad
Round Slice,"Pizzas, Italian",4.4,,300,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Ambawadi,Yes,Ahmedabad
Ocean Pizza,Pizzas,4.1,,200,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Chandkheda,Yes,Ahmedabad
The Pink Door,"Italian, Pizzas",3.9,,400,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Chandkheda,Yes,Ahmedabad
The Pizza Bites,"Pizzas, Snacks",3.4,,250,5,"60% OFF UPTO ₹120
USE TRYNEWABOVE ₹149, FLAT DEAL
FLAT 25% OFF
USE PARTYABOVE ₹1000, FLAT DEAL
FLAT ₹250 OFF
USE FLATDEALABOVE ₹999, SAVE BIG
30% OFF UPTO ₹150
USE JUMBOABOVE ₹479, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Chandkheda,Yes,Ahmedabad
Pizzagram - Chandlodiya,"Pizzas, Italian",4.4,,300,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Chandlodia,Yes,Ahmedabad
Le Pizz Arte_Chaat Formula And Chicken Formula,"Pizzas, Rolls & Wraps",4.2,,299,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Chandkheda,No,Ahmedabad
Yummy Divine Pizza & Kaffee Bar,"Burgers, Pizzas",4.2,,400,5,"FLAT DEAL
FLAT ₹125 OFF
USE FLATDEALABOVE ₹249, DEAL OF DAY
60% OFF UPTO ₹120
USE STEALDEALABOVE ₹159, FLAT DEAL
FLAT 50% OFF
USE PARTYABOVE ₹1000, SAVE BIG
30% OFF UPTO ₹150
USE JUMBOABOVE ₹479, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Gandhinagar,Yes,Ahmedabad
Palatables The Cafe,"Pizzas, Italian",3.8,,300,4,"15% OFF UPTO ₹45
USE TRYNEWABOVE ₹179, FLAT DEAL
FLAT 15% OFF
USE PARTYABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500, SAVE BIG
15% OFF UPTO ₹80
USE JUMBOABOVE ₹479",Gandhinagar,Yes,Ahmedabad
The Hotline Pizza,Pizzas,4.5,,400,5,"50% OFF UPTO ₹100
USE TRYNEWABOVE ₹179, FLAT DEAL
FLAT 50% OFF
USE PARTYABOVE ₹900, FLAT DEAL
FLAT ₹200 OFF
USE FLATDEALABOVE ₹499, SAVE BIG
40% OFF UPTO ₹200
USE JUMBOABOVE ₹479, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Chandkheda,Yes,Ahmedabad
One More Bite,"Pizzas, Fast Food",4.5,,220,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Isanpur,Yes,Ahmedabad
Ihangover - A Munching Maniac,"Pizzas, Italian",3.9,,200,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Kudasan,Yes,Ahmedabad
Sizzling Pizza,"Pizzas, Continental",4.3,,350,3,"60% OFF UPTO ₹120
USE TRYNEWABOVE ₹149, FLAT DEAL
FLAT ₹250 OFF
USE FLATDEALABOVE ₹999, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Vastrapur,Yes,Ahmedabad
Rosita Cafe & Bakery,"Beverages, Pizzas",5.0,,250,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Gandhinagar,Yes,Ahmedabad
Pizza Point Express Outlet - Ranip,"Pizzas, Indian",4.1,,200,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Ranip,Yes,Ahmedabad
Choice Of Pizza,"Pizzas, Snacks",4.5,,250,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Gandhinagar,Yes,Ahmedabad
Geeta'S Pizza,Pizzas,3.9,,500,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",GOTA,Yes,Ahmedabad
Xtra Treat,"Pizzas, Chinese",4.7,,500,3,"FLAT DEAL
FLAT 30% OFF
USE PARTYABOVE ₹1000, SAVE BIG
30% OFF UPTO ₹150
USE JUMBOABOVE ₹479, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",GOTA,No,Ahmedabad
AK'S Kitchen,"Fast Food, Pizzas",4.5,,400,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Chandkheda,Yes,Ahmedabad
Julio Caesar'S Pizza- More Than A Slice,"Pizzas, Pastas",4.3,,400,5,"50% OFF UPTO ₹100
USE TRYNEWABOVE ₹179, FLAT DEAL
FLAT 25% OFF
USE PARTYABOVE ₹1000, FLAT DEAL
FLAT ₹150 OFF
USE FLATDEALABOVE ₹999, SAVE BIG
25% OFF UPTO ₹125
USE JUMBOABOVE ₹479, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Vastrapur,Yes,Ahmedabad
Kings Of Burgers,"Burgers, Pizzas",4.3,,200,2,"20% OFF UPTO ₹50
USE TRYNEWABOVE ₹149, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",kapad bazar,Yes,Ahmednagar
Royal Rajesh Fast Food,"Pizzas, Burgers",4.6,,300,2,"20% OFF UPTO ₹50
USE TRYNEWABOVE ₹149, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Zopdi canteen chowk,Yes,Ahmednagar
Cafe Cosy Town,"Pizzas, Burgers",3.9,,300,2,"FLAT DEAL
FLAT ₹100 OFF
USE FLATDEALABOVE ₹249, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",professor chowk,Yes,Ahmednagar
Domino'S Pizza,"Pizzas, Italian",4.4,,400,3,"FLAT DEAL
FLAT ₹150 OFF
USE WELCOMEDOM150ABOVE ₹299, FLAT DEAL
FLAT ₹100 OFF
USE FLAT100ABOVE ₹999, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Ahmednagar Locality,No,Ahmednagar
Bhole'S Rolls & Cafe,"Rolls & Wraps, Pizzas",4.2,,100,2,"30% OFF UPTO ₹75
USE TRYNEWABOVE ₹149, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Bhushan nagar,No,Ahmednagar
Cafe Kono,"Pizzas, Burgers",4.2,,200,2,"40% OFF UPTO ₹80
USE TRYNEWABOVE ₹149, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Savedi,Yes,Ahmednagar
Punjabi Hut,"Pizzas, Burgers",3.8,,100,2,"10% OFF UPTO ₹40
USE TRYNEWABOVE ₹149, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Markt yard,Yes,Ahmednagar
Cafe BFF,"Pizzas, Burgers",4.6,,200,2,"20% OFF UPTO ₹50
USE TRYNEWABOVE ₹149, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Premdan chowk,Yes,Ahmednagar
Aura Cafe,"Pizzas, Burgers",3.6,,200,3,"60% OFF UPTO ₹120
USE TRYNEWABOVE ₹149, DEFAULT
FLAT ₹150 OFF
USE MEGASAVERABOVE ₹349, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Don Bosco,Yes,Ahmednagar
Sailing Kitchen,"Burgers, Pizzas",4.0,,250,2,"20% OFF UPTO ₹50
USE TRYNEWABOVE ₹149, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Proffesor chowk,No,Ahmednagar
Wood Fire Pizza,"Pizzas, Burgers",3.8,,250,2,"40% OFF UPTO ₹80
USE TRYNEWABOVE ₹149, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",near Nayara petrol pump,Yes,Ahmednagar
Sailing Kitchen Pure Veg,"Burgers, Pizzas",3.9,,120,2,"20% OFF UPTO ₹50
USE TRYNEWABOVE ₹149, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Savedi,Yes,Ahmednagar
Royal Ice Cream And Fast Food Restaurant,"Pizzas, Burgers",3.7,,200,2,"10% OFF UPTO ₹40
USE TRYNEWABOVE ₹149, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Bistgabagh road,Yes,Ahmednagar
The Street Sandwich,"Continental, Pizzas",4.8,,200,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Savedi,Yes,Ahmednagar
Thapar'S Brews And Bakes,"Pizzas, Burgers",4.2,,199,2,"10% OFF UPTO ₹40
USE TRYNEWABOVE ₹149, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Near tarakpur bus stand,No,Ahmednagar
Waffle Town,"Pizzas, Burgers",4.0,,200,2,"40% OFF UPTO ₹80
USE TRYNEWABOVE ₹149, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",proffessor chowk,Yes,Ahmednagar
Dc Cafe,"Pizzas, Burgers",4.2,,200,2,"20% OFF UPTO ₹50
USE TRYNEWABOVE ₹149, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Nagar- Manmad Road,Yes,Ahmednagar
Akky'S Burger & Cafe,"Pizzas, Burgers",4.4,,150,2,"20% OFF UPTO ₹50
USE TRYNEWABOVE ₹149, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Savedi,Yes,Ahmednagar
Smokey Woods Cafe,"Pizzas, Burgers",3.7,,200,2,"40% OFF UPTO ₹80
USE TRYNEWABOVE ₹149, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Anandhrishi hospital road,Yes,Ahmednagar
BiGmi Cafe,"Pizzas, Burgers",4.1,,120,2,"40% OFF UPTO ₹80
USE TRYNEWABOVE ₹149, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",sindhi colony,Yes,Ahmednagar
Froozeto,"Pizzas, Burgers",4.4,,200,2,"40% OFF UPTO ₹80
USE TRYNEWABOVE ₹149, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Savedi,Yes,Ahmednagar
Cafe Saffron By Bombay Bakery,"Pizzas, Burgers",4.1,,250,2,"30% OFF UPTO ₹75
USE TRYNEWABOVE ₹149, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Mukundnagar road,No,Ahmednagar
Delicious Pizza & Sandwich,"Pizzas, Burgers",4.1,,150,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Bistbagh chowk,Yes,Ahmednagar
Dilip Sandwich And Pizza House,"Pizzas, Burgers",3.9,,200,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Proffessor chowk,Yes,Ahmednagar
Amigos Cafe,"Pizzas, Burgers",4.3,,350,2,"40% OFF UPTO ₹80
USE TRYNEWABOVE ₹149, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",ganga garden,No,Ahmednagar
Ahmednagar Foodies Cafe,"Pizzas, Burgers",3.4,,200,2,"40% OFF UPTO ₹80
USE TRYNEWABOVE ₹149, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Gulmohar chowk,Yes,Ahmednagar
Domino'S Pizza,Pizzas,3.9,,400,3,"FLAT DEAL
FLAT ₹150 OFF
USE WELCOMEDOM150ABOVE ₹299, FLAT DEAL
FLAT ₹100 OFF
USE FLAT100ABOVE ₹999, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",ZARKAWT,No,Aizawl
Food Den,"Chinese, Pizzas",4.3,,250,2,"DEFAULT
FLAT ₹175 OFF
USE MEGASAVERABOVE ₹499, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Aizawl,No,Aizawl
Alpha Pizza House,"Pizzas, Snacks",4.0,,350,2,"DEFAULT
FLAT ₹175 OFF
USE MEGASAVERABOVE ₹499, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Aizawl,No,Aizawl
Pizza Hut,Pizzas,4.6,,350,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Aizawl,No,Aizawl
Rominus Pizza & Burger,"Pizzas, Snacks",4.4,,200,5,"FLAT DEAL
FLAT ₹125 OFF
USE BFBINGEABOVE ₹249, 60% OFF UPTO ₹120
USE TRYNEWABOVE ₹179, FLAT DEAL
FLAT ₹125 OFF
USE FLATDEALABOVE ₹299, FLAT DEAL
FLAT 25% OFF
USE PARTYABOVE ₹700, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Vaishali Nagar,No,Ajmer
Laxmi Confectioers,Pizzas,4.3,,300,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Railway Quarters,No,Ajmer
Cake Craft By Mango Masala,"Burgers, Pizzas",4.2,,200,2,"Free Pudding
NO CODE REQUIREDABOVE ₹359, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Hathi Bhata,No,Ajmer
Pizzeria By Mango Masala,Pizzas,4.2,,200,2,"Free Freebie
NO CODE REQUIREDABOVE ₹499, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Hathi Bhata,No,Ajmer
Pure Eats,"Pizzas, Italian",4.5,,450,3,"40% OFF UPTO ₹80
USE TRYNEWABOVE ₹149, FLAT DEAL
FLAT 20% OFF
USE PARTYABOVE ₹500, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Ana Sagar Lake,Yes,Ajmer
Domino'S Pizza,"Pizzas, Italian",4.0,,400,3,"FLAT DEAL
FLAT ₹150 OFF
USE WELCOMEDOM150ABOVE ₹299, FLAT DEAL
FLAT ₹100 OFF
USE FLAT100ABOVE ₹999, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Pal Bhichala,No,Ajmer
Pizza Hut,Pizzas,3.9,,350,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Prithviraj Marg,No,Ajmer
La Pino'Z Pizza,"Pizzas, Pastas",3.8,,500,3,"FLAT DEAL
FLAT ₹125 OFF
USE FLAT125ABOVE ₹599, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500, SAVE BIG
15% OFF UPTO ₹80
USE JUMBOABOVE ₹400",Ana Sagar Lake,Yes,Ajmer
1944 Restaurants - The Hocco Kitchen,"North Indian, Pizzas",4.1,,300,2,"40% OFF UPTO ₹80
USE TRYNEWABOVE ₹149, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Hathi Bhata,Yes,Ajmer
The Food Point,"Chinese, Pizzas",4.2,,300,4,"FLAT 10% OFF
USE SPECIALSON SELECT ITEMS, DEAL OF DAY
10% OFF UPTO ₹40
USE STEALDEALABOVE ₹149, FLAT DEAL
FLAT ₹40 OFF
USE FLATDEALABOVE ₹399, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Dhola Bhata Colony,Yes,Ajmer
Frieday,"North Indian, Pizzas",4.3,,150,2,"20% OFF UPTO ₹50
USE TRYNEWABOVE ₹149, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Vaishali Nagar,No,Ajmer
Brick House Cafe,"Pizzas, Burgers",3.6,,298,2,"25% OFF UPTO ₹65
USE TRYNEWABOVE ₹149, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",North Ajmer,No,Ajmer
Riali Pizza ( The Magic Of Pizza ),Pizzas,5.0,,500,2,"FLAT 10% OFF
USE TRYNEWABOVE ₹149, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Ana Sagar Lake,No,Ajmer
Pizzeria By The Thali Walla,"Pizzas, Pastas",4.2,,300,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",North Ajmer,Yes,Ajmer
Don Aglio,"North Indian, Pizzas",4.6,,400,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",North Ajmer,No,Ajmer
Ajmer Chowk,"Chinese, Pizzas",4.1,,200,5,"30% OFF UPTO ₹75
USE TRYNEWABOVE ₹149, FLAT DEAL
FLAT 10% OFF
USE PARTYABOVE ₹550, FLAT DEAL
FLAT ₹200 OFF
USE FLATDEALABOVE ₹999, SAVE BIG
30% OFF UPTO ₹150
USE JUMBOABOVE ₹350, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",North Ajmer,Yes,Ajmer
Ajmer Pizza Point,"Pizzas, Italian",3.6,,150,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Panscheel Nagar,Yes,Ajmer
The Tea Terrace,"Snacks, Pizzas",4.8,,400,3,"50% OFF UPTO ₹100
USE TRYNEWABOVE ₹149, FLAT DEAL
FLAT ₹175 OFF
USE FLATDEALABOVE ₹599, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Panchsheel Nagar,No,Ajmer
Cafe 69,"Chinese, Pizzas",3.1,,200,4,"60% OFF UPTO ₹120
USE TRYNEWABOVE ₹149, DEFAULT
FLAT ₹175 OFF
USE MEGASAVERABOVE ₹399, FLAT DEAL
FLAT ₹250 OFF
USE FLATDEALABOVE ₹999, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",South Ajmer,Yes,Ajmer
Taste Blast Kitchen,"Indian, Pizzas",5.0,,140,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Adarsh Nagar,Yes,Ajmer
Domino'S Pizza,"Pizzas, Italian",4.2,,400,3,"FLAT DEAL
FLAT ₹150 OFF
USE WELCOMEDOM150ABOVE ₹299, FLAT DEAL
FLAT ₹100 OFF
USE FLAT100ABOVE ₹999, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Akola Locality,No,Akola
Pizza Hut,Pizzas,4.2,,350,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Civil Lines,No,Akola
Tasty Pizza,"Pizzas, Fast Food",3.5,,200,3,"30% OFF UPTO ₹75
USE TRYNEWABOVE ₹149, FLAT DEAL
FLAT 25% OFF
USE PARTYABOVE ₹1100, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Civil Lines,Yes,Akola
Mad Over Pizza,"Pizzas, Burgers",4.3,,300,2,"10% OFF UPTO ₹40
USE TRYNEWABOVE ₹149, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Civil Lines,No,Akola
The Dome Cafe,"Pizzas, Snacks",4.1,,500,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Civil Lines,Yes,Akola
Singhs Milk Bar,Pizzas,3.6,,300,2,"15% OFF UPTO ₹45
USE TRYNEWABOVE ₹149, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Civil Lines,Yes,Akola
Deewan'S Indori Cafe,"Pizzas, Beverages",3.2,,200,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Civil Lines,Yes,Akola
Pizza Max Ettumannur,Pizzas,4.3,,300,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Ettumanoor,No,Alappuzha
Cheesy Spot,"Pizzas, Fast Food",4.2,,400,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Chalukunnu,No,Alappuzha
Achayans Cafe,"Pizzas, Continental",4.4,,250,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Anantha Narayanapuram,No,Alappuzha
La Patisserie Des MACHU,"Burgers, Pizzas",3.6,,200,2,"Free BURGER
NO CODE REQUIREDABOVE ₹399, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500","Vallayil Road, Cherthala",No,Alappuzha
La Patisserie Des MACHU,"Burgers, Pizzas",3.6,,200,2,"Free BURGER
NO CODE REQUIREDABOVE ₹399, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500","Vallayil Road, Cherthala",No,Alappuzha
Pizza Palace,"Pizzas, Fast Food",4.4,,400,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500","Chungam, Alappuzha",No,Alappuzha
Anand Hot Shoppee,"Pizzas, Fast Food",4.3,,200,2,"10% OFF UPTO ₹40
USE TRYNEWABOVE ₹149, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Kayamkulam,No,Alappuzha
Chicking Kodimatha,"Burgers, Pizzas",4.5,,300,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Kottayam,No,Alappuzha
Pizza Hub,Pizzas,4.5,,500,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Anantha Narayanapuram,No,Alappuzha
Pizza House,Pizzas,4.3,,350,2,"10% OFF UPTO ₹40
USE TRYNEWABOVE ₹149, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Alappuzha City,No,Alappuzha
Fresh Pizza,"Burgers, Pizzas",3.0,,200,2,"60% OFF UPTO ₹120
USE TRYNEWABOVE ₹149, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Chalukunnu,No,Alappuzha
De Cake World Restaurant,"South Indian, Pizzas",4.3,,549,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Oachira,No,Alappuzha
Philo'S Delicacy,"Pastas, Pizzas",4.6,,400,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Kottayam Kumily Road,No,Alappuzha
Favourite Pizza,"Pizzas, Pastas",4.5,,350,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Ettumanoor,No,Alappuzha
Utsv Bake Gourmet,"Pizzas, Fast Food",3.1,,200,4,"DEFAULT
FLAT ₹175 OFF
USE MEGASAVERABOVE ₹449, FLAT DEAL
FLAT ₹250 OFF
USE FLATDEALABOVE ₹999, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500, FLAT DEAL
FLAT ₹150 OFF
USE SAVERDEALABOVE ₹349","Nadakkavu Road, Cherthala",No,Alappuzha
Pizza Hut,Pizzas,4.0,,350,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Chingavanam,No,Alappuzha
Forits Pizza,"Pizzas, Burgers",4.5,,200,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Kommady,No,Alappuzha
Utsv Restocafe,"Indian, Pizzas",3.3,,200,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Cherthala,No,Alappuzha
Pizza Terminal,Pizzas,3.9,,400,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Kottayam,No,Alappuzha
Chick Box,"Burgers, Pizzas",4.6,,350,3,"DEFAULT
FLAT ₹175 OFF
USE MEGASAVERABOVE ₹449, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500, FLAT DEAL
FLAT ₹150 OFF
USE SAVERDEALABOVE ₹349",Peringala,No,Alappuzha
Homely Pizza,Pizzas,4.1,,300,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Kayamkulam,No,Alappuzha
Skrible Cafe,"Cafe, Pizzas",3.6,,200,2,"10% OFF UPTO ₹40
USE TRYNEWABOVE ₹149, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Chalukunnu,No,Alappuzha
Domino'S Pizza,"Pizzas, Italian",4.4,,400,3,"FLAT DEAL
FLAT ₹150 OFF
USE WELCOMEDOM150ABOVE ₹299, FLAT DEAL
FLAT ₹100 OFF
USE FLAT100ABOVE ₹999, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Civil Lines,No,Aligarh
Pizza Hut,"Pizzas, Snacks",4.1,,350,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Civil Lines,No,Aligarh
Oven Story Pizza - Standout Toppings,"Pizzas, Pastas",4.4,,400,2,"FLAT DEAL
FLAT ₹150 OFF
USE FLAT150ABOVE ₹399, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Civil Lines,No,Aligarh
Firangi Bake,"Pizzas, Pastas",4.3,,400,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Civil Lines,No,Aligarh
VIP Pizza Aligarh,"Italian, Pizzas",4.3,,300,5,"DEFAULT
FLAT ₹125 OFF
USE SUPERSAVERABOVE ₹249, 50% OFF UPTO ₹100
USE TRYNEWABOVE ₹149, DEFAULT
FLAT ₹175 OFF
USE MEGASAVERABOVE ₹399, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500, FLAT DEAL
FLAT ₹100 OFF
USE FLATDEALABOVE ₹249",Center Point,No,Aligarh
Fryer Story,"Burgers, Pizzas",4.4,,250,2,"DEFAULT
FLAT ₹175 OFF
USE MEGASAVERABOVE ₹399, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Opp. Abdullah College,No,Aligarh
Pie Pizza (Civil Lines),Pizzas,3.8,,250,3,"DEFAULT
FLAT ₹125 OFF
USE SUPERSAVERABOVE ₹249, DEFAULT
FLAT ₹175 OFF
USE MEGASAVERABOVE ₹399, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Medical Road,No,Aligarh
RTS Cafe,"Pizzas, Italian",3.9,,200,4,"FLAT DEAL
FLAT 10% OFF
USE PARTYABOVE ₹1900, FLAT DEAL
FLAT ₹100 OFF
USE FLATDEALABOVE ₹999, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500, SAVE BIG
10% OFF UPTO ₹80
USE JUMBOABOVE ₹600",Civil Lines,No,Aligarh
Pie Pizza,Pizzas,3.8,,250,4,"DEFAULT
FLAT ₹125 OFF
USE SUPERSAVERABOVE ₹249, DEFAULT
FLAT ₹175 OFF
USE MEGASAVERABOVE ₹399, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500, FLAT DEAL
FLAT ₹150 OFF
USE SAVERDEALABOVE ₹299",Masoodabad,No,Aligarh
AL Baik. Xpress,"Fast Food, Pizzas",4.2,,350,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Shamshad Market,No,Aligarh
Wow Pizza,"Pizzas, Fast Food",3.8,,250,3,"FLAT DEAL
FLAT 20% OFF
USE PARTYABOVE ₹1900, FLAT DEAL
FLAT ₹250 OFF
USE FLATDEALABOVE ₹999, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Civil Lines,No,Aligarh
